12,"[[0.38267299 0.27592412 0.25179089 0.03116281 0.05844919]
 [0.44351126 0.05950795 0.40415621 0.04984778 0.0429768 ]
 [0.27496769 0.24118559 0.23353444 0.13861674 0.11169553]
 [0.44931943 0.36017708 0.0368957  0.05219791 0.10140988]
 [0.40812987 0.16998038 0.29832496 0.11461689 0.0089479 ]]"
13,"[[0.37645981 0.19166881 0.1777478  0.15488136 0.09924222]
 [0.27272187 0.24822895 0.20757841 0.15891228 0.11255849]
 [0.32046921 0.16246577 0.29447872 0.21452365 0.00806266]
 [0.27000205 0.24333132 0.21849567 0.10787566 0.1602953 ]
 [0.37988582 0.31521268 0.16598541 0.10156372 0.03735236]]"
14,"[[0.26084673 0.30777455 0.2499809  0.08932503 0.0920728 ]
 [0.28442037 0.26613067 0.1653494  0.21598335 0.06811621]
 [0.24313834 0.12268325 0.31150769 0.04148314 0.28118759]
 [0.39000955 0.26675876 0.0964304  0.16653159 0.0802697 ]
 [0.55444666 0.20732518 0.10357159 0.08476823 0.04988834]]"
15,"[[0.28679754 0.24288684 0.24073815 0.02346401 0.20611345]
 [0.40197665 0.26072954 0.16864568 0.10854396 0.06010418]
 [0.38616884 0.32236323 0.11406686 0.03198617 0.1454149 ]
 [0.30118948 0.29871947 0.18896663 0.17912668 0.03199775]
 [0.36535538 0.42218943 0.15429291 0.04531082 0.01285146]]"
16,"[[0.33018514 0.31725818 0.2047219  0.12186911 0.02596568]
 [0.25371553 0.12721667 0.31863847 0.28786833 0.012561  ]
 [0.3825917  0.26412631 0.15728743 0.07565051 0.12034405]
 [0.30169113 0.29932252 0.14799829 0.10770696 0.1432811 ]
 [0.41380582 0.14752905 0.03324693 0.00669565 0.39872255]]"
17,"[[0.33270293 0.21988612 0.21239765 0.11795643 0.11705687]
 [0.30038069 0.14427812 0.23348715 0.14393082 0.17792323]
 [0.23866599 0.21503365 0.07726571 0.28791928 0.18111537]
 [0.30779543 0.30446072 0.12618361 0.22889999 0.03266025]
 [0.28056721 0.22703122 0.14913471 0.21431433 0.12895252]]"
18,"[[0.43340931 0.22123872 0.11839193 0.21542711 0.01153293]
 [0.46061392 0.32818314 0.01862223 0.15820207 0.03437864]
 [0.30338667 0.11395326 0.38791661 0.18876035 0.00598311]
 [0.33185395 0.32496446 0.05172579 0.24910605 0.04234976]
 [0.28873341 0.11033669 0.32115664 0.21567541 0.06409784]]"
19,"[[0.35796877 0.1227004  0.31033812 0.09393412 0.11505859]
 [0.27544121 0.45389886 0.21086111 0.00324838 0.05655044]
 [0.38885458 0.34073877 0.19317784 0.03864308 0.03858573]
 [0.31264629 0.34654238 0.05499629 0.00864435 0.27717068]
 [0.37190318 0.21324253 0.1828462  0.09425336 0.13775473]]"
20,"[[0.42012545 0.26388426 0.20907302 0.08455343 0.02236384]
 [0.37537067 0.20270142 0.2399891  0.02297217 0.15896664]
 [0.24551482 0.2132355  0.20164699 0.20374714 0.13585554]
 [0.22293088 0.30474336 0.14659705 0.19928614 0.12644257]
 [0.16532128 0.18687331 0.29910583 0.27383448 0.0748651 ]]"
21,"[[0.37161961 0.36885611 0.1717511  0.08366328 0.0041099 ]
 [0.19550966 0.27889744 0.10657756 0.24608507 0.17293026]
 [0.45865989 0.40831912 0.07106749 0.03665414 0.02529936]
 [0.33483179 0.220427   0.23530389 0.11698521 0.09245211]
 [0.30565695 0.22157061 0.30293707 0.16711935 0.00271602]]"
22,"[[0.26218761 0.247109   0.10385361 0.14351093 0.24333884]
 [0.31523506 0.24552297 0.24494676 0.11678314 0.07751207]
 [0.31400642 0.36935185 0.29113129 0.0172952  0.00821524]
 [0.35651128 0.30716644 0.07781737 0.17293079 0.08557412]
 [0.35090176 0.22939748 0.22567756 0.16092238 0.03310082]]"
23,"[[0.24505676 0.05170694 0.4281129  0.03065431 0.24446908]
 [0.29603301 0.24657281 0.22307612 0.08429028 0.15002778]
 [0.23532037 0.46042752 0.14324927 0.14173866 0.01926418]
 [0.33004644 0.20082403 0.36159206 0.07700746 0.03053002]
 [0.22489107 0.21628808 0.18882655 0.14627221 0.2237221 ]]"
24,"[[0.47793475 0.20815683 0.09490605 0.18809027 0.0309121 ]
 [0.23615249 0.23547791 0.20199242 0.1915611  0.13481608]
 [0.36964447 0.21239606 0.30912311 0.10660288 0.00223348]
 [0.15743257 0.0737093  0.3967151  0.33182969 0.04031333]
 [0.3615649  0.09896147 0.32756965 0.03137855 0.18052542]]"
25,"[[0.24827693 0.24167704 0.18920571 0.20323102 0.11760929]
 [0.22057568 0.25797432 0.20886093 0.24011399 0.07247507]
 [0.50479017 0.22738798 0.02354883 0.17740992 0.0668631 ]
 [0.26329721 0.29110676 0.2372808  0.11970527 0.08860995]
 [0.36775484 0.41957597 0.12875554 0.08118378 0.00272987]]"
26,"[[0.35291089 0.31460922 0.18605179 0.02140974 0.12501836]
 [0.40552664 0.07134823 0.26910461 0.21696057 0.03705995]
 [0.10424914 0.49993684 0.25989939 0.03688323 0.0990314 ]
 [0.37682681 0.1842639  0.15865162 0.140441   0.13981667]
 [0.53019227 0.24544432 0.12364239 0.05894389 0.04177714]]"
27,"[[0.2411353  0.22756132 0.23410049 0.26346696 0.03373592]
 [0.20621018 0.19037117 0.36794366 0.07737092 0.15810409]
 [0.48434064 0.29959402 0.04629355 0.15031966 0.01945213]
 [0.26826449 0.19573387 0.32270606 0.17428    0.03901558]
 [0.31441884 0.29915117 0.26170598 0.07611064 0.04861336]]"
28,"[[0.28257119 0.12349136 0.33355271 0.15093416 0.10945057]
 [0.3511723  0.26029577 0.03318716 0.34127494 0.01406984]
 [0.29815588 0.25578259 0.13112212 0.24377119 0.07116822]
 [0.25455984 0.38622061 0.23912387 0.09765403 0.02244164]
 [0.20914104 0.31865222 0.20172828 0.04609953 0.22437892]]"
29,"[[0.34832818 0.35065856 0.13458997 0.08334332 0.08307998]
 [0.32899609 0.31281721 0.13387749 0.2034642  0.02084501]
 [0.32268701 0.16593307 0.3153381  0.12656485 0.06947697]
 [0.0176273  0.34483374 0.30593048 0.28254124 0.04906725]
 [0.44050556 0.26355498 0.15049869 0.13387408 0.01156669]]"
30,"[[0.27837579 0.17225866 0.19076016 0.26526634 0.09333905]
 [0.35200584 0.30597434 0.05200868 0.09337182 0.19663931]
 [0.4953036  0.22758472 0.25543912 0.00515234 0.01652021]
 [0.34004705 0.08697924 0.23131207 0.23307002 0.10859162]
 [0.39105543 0.22182456 0.15355031 0.1507839  0.0827858 ]]"
31,"[[0.24131038 0.24032786 0.17888629 0.19572253 0.14375295]
 [0.31747045 0.28175584 0.11782617 0.27377456 0.00917298]
 [0.29885238 0.2759841  0.22736448 0.18764058 0.01015845]
 [0.29455723 0.31879799 0.13697862 0.08622003 0.16344614]
 [0.52055059 0.27507652 0.14597569 0.05181186 0.00658534]]"
32,"[[0.45502386 0.20065637 0.17302241 0.07528427 0.09601309]
 [0.40518347 0.18342881 0.35915596 0.0464855  0.00574625]
 [0.32371456 0.5077473  0.09021333 0.05936288 0.01896194]
 [0.39876526 0.35228703 0.16768651 0.07216627 0.00909493]
 [0.44614465 0.23848088 0.07647626 0.1760302  0.06286802]]"
33,"[[0.36816648 0.29227086 0.24078011 0.0439506  0.05483196]
 [0.33865725 0.18262882 0.27772655 0.13683695 0.06415043]
 [0.04999405 0.14102725 0.54306809 0.00565355 0.26025705]
 [0.24932305 0.27504872 0.3586119  0.06256068 0.05445566]
 [0.33333159 0.19982616 0.1906982  0.16968829 0.10645577]]"
34,"[[0.28601284 0.07707664 0.31790991 0.0407632  0.27823741]
 [0.48524944 0.13904578 0.25797263 0.06283722 0.05489493]
 [0.23576024 0.43670948 0.16533782 0.03080803 0.13138441]
 [0.28020508 0.26521603 0.20980741 0.15825462 0.08651686]
 [0.31897507 0.28303524 0.24416312 0.12461315 0.02921342]]"
35,"[[0.25160683 0.19256608 0.18915992 0.16404453 0.20262265]
 [0.30768514 0.26385669 0.30131407 0.11482866 0.01231544]
 [0.30412983 0.40822008 0.22368538 0.05003239 0.01393232]
 [0.23575355 0.23794502 0.25648252 0.20919359 0.06062532]
 [0.25854001 0.15273911 0.1133051  0.25091389 0.22450189]]"
36,"[[0.251537   0.26634169 0.21301526 0.20177371 0.06733232]
 [0.30823605 0.18420854 0.31136642 0.17900191 0.01718708]
 [0.40352547 0.24123094 0.12470129 0.02103777 0.20950454]
 [0.24496002 0.20616732 0.18674619 0.24133461 0.12079187]
 [0.32175948 0.30436879 0.28471748 0.08407092 0.00508334]]"
37,"[[0.40478814 0.37105909 0.17175286 0.05149512 0.0009048 ]
 [0.33114234 0.2160862  0.26577851 0.15460965 0.0323833 ]
 [0.33398944 0.28018859 0.16901008 0.09963015 0.11718174]
 [0.11308449 0.1553111  0.31838249 0.31475873 0.0984632 ]
 [0.37277218 0.15555337 0.25522277 0.071978   0.14447368]]"
38,"[[0.14292065 0.35423456 0.3116307  0.05825353 0.13296056]
 [0.20768594 0.32881946 0.30328997 0.03917428 0.12103035]
 [0.27329686 0.33237125 0.30682259 0.08467579 0.0028335 ]
 [0.40770771 0.23209956 0.16342295 0.12377401 0.07299577]
 [0.40196767 0.39314078 0.00545463 0.01258064 0.18685628]]"
39,"[[4.36105857e-02 2.82425996e-01 3.45584114e-01 2.36432565e-01
  9.19467394e-02]
 [2.39157624e-01 6.27328834e-02 5.06373623e-03 6.31678704e-01
  6.13670520e-02]
 [2.87941161e-01 2.83123574e-01 1.90454066e-01 1.68668334e-01
  6.98128640e-02]
 [4.12069983e-01 3.17713993e-01 4.13793031e-02 1.92089680e-01
  3.67470408e-02]
 [2.92768451e-01 5.72735592e-03 3.26877179e-01 3.30295125e-04
  3.74296719e-01]]"
40,"[[0.33549954 0.23064415 0.27976677 0.10020867 0.05388087]
 [0.28576412 0.28746813 0.19037283 0.18801748 0.04837745]
 [0.42881684 0.19534543 0.1140697  0.16001982 0.10174821]
 [0.41450412 0.44980277 0.06704205 0.04061547 0.02803559]
 [0.27682666 0.24562982 0.17155416 0.18063718 0.12535218]]"
41,"[[0.2039772  0.18436181 0.29517394 0.2944471  0.02203994]
 [0.30539382 0.26660547 0.24372179 0.1608611  0.02341782]
 [0.34555704 0.31574346 0.17012561 0.00259897 0.16597493]
 [0.3191731  0.31350521 0.11914355 0.23818758 0.00999056]
 [0.22896655 0.27778094 0.23171046 0.14844566 0.11309639]]"
42,"[[0.26477611 0.21357636 0.23488848 0.19112836 0.09563069]
 [0.31607972 0.16933843 0.2067987  0.1843245  0.12345865]
 [0.27686369 0.25575907 0.20940774 0.17447494 0.08349456]
 [0.44167342 0.21172804 0.18480104 0.14055953 0.02123798]
 [0.22505958 0.21783494 0.12703758 0.22382419 0.20624372]]"
43,"[[0.24210395 0.23822638 0.24554026 0.16331614 0.11081327]
 [0.30637544 0.28606847 0.25968802 0.11706317 0.0308049 ]
 [0.25792248 0.26501685 0.24834899 0.09502111 0.13369056]
 [0.285992   0.25076675 0.14947789 0.19922859 0.11453477]
 [0.32969105 0.17480741 0.28608544 0.02139618 0.18801992]]"
44,"[[0.12398128 0.21496616 0.45697043 0.13706156 0.06702057]
 [0.24144973 0.22319124 0.23222117 0.17861494 0.12452291]
 [0.56173611 0.22882289 0.06715911 0.0321997  0.11008218]
 [0.31574689 0.2035285  0.24321337 0.13028367 0.10722757]
 [0.43077393 0.306715   0.01799108 0.17410037 0.07041962]]"
45,"[[0.26946992 0.2746005  0.38888158 0.02985164 0.03719636]
 [0.20585302 0.36014245 0.27207544 0.08960187 0.07232722]
 [0.34033442 0.10188903 0.44608576 0.07363778 0.03805301]
 [0.38221095 0.2151735  0.14405633 0.12775168 0.13080754]
 [0.32235459 0.25573983 0.13939965 0.17901916 0.10348676]]"
46,"[[0.29727228 0.27800252 0.23091079 0.1707627  0.02305172]
 [0.30501157 0.17452272 0.23179614 0.18491177 0.10375779]
 [0.30764582 0.30697144 0.22055894 0.08367903 0.08114477]
 [0.21574648 0.21351294 0.21755796 0.00080613 0.35237649]
 [0.14813416 0.24078554 0.20768928 0.2024776  0.20091342]]"
47,"[[0.27514426 0.06947768 0.16301221 0.29209941 0.20026644]
 [0.26476311 0.18338523 0.24627829 0.18119218 0.1243812 ]
 [0.41290129 0.33971599 0.1535718  0.04297004 0.05084089]
 [0.14319518 0.11254101 0.31409333 0.35503522 0.07513526]
 [0.32753549 0.30030966 0.25624198 0.03461446 0.08129842]]"
48,"[[0.40900528 0.27895104 0.249184   0.04315173 0.01970795]
 [0.18703965 0.47307507 0.17679798 0.08308697 0.08000033]
 [0.34140414 0.30396121 0.29242505 0.03941419 0.02279541]
 [0.33702013 0.25316933 0.2905696  0.08870102 0.03053992]
 [0.33145496 0.21045889 0.24960543 0.16287617 0.04560455]]"
49,"[[0.30722544 0.19698816 0.21949572 0.11574001 0.16055068]
 [0.27532647 0.19055165 0.26015213 0.24978026 0.02418949]
 [0.27803572 0.30691355 0.25048899 0.14917374 0.015388  ]
 [0.32906177 0.3273485  0.26578704 0.07626342 0.00153928]
 [0.28935608 0.24452707 0.14001783 0.23881823 0.08728078]]"
50,"[[0.32050238 0.22993145 0.1927918  0.08111557 0.1756588 ]
 [0.4284543  0.31966724 0.08978075 0.13370753 0.02839018]
 [0.36001378 0.05149531 0.1956146  0.35375074 0.03912557]
 [0.21982905 0.19276515 0.34101146 0.13229701 0.11409733]
 [0.43680441 0.36038595 0.07610752 0.074519   0.05218312]]"
51,"[[0.26816899 0.33562548 0.15732946 0.17157147 0.06730461]
 [0.30933173 0.24552094 0.2341172  0.13352277 0.07750735]
 [0.21905162 0.19908041 0.20431903 0.18889622 0.18865272]
 [0.32074929 0.27654227 0.26219969 0.05030047 0.09020828]
 [0.32628929 0.29347316 0.14083475 0.15877191 0.08063089]]"
52,"[[0.27865256 0.30374979 0.27239257 0.09619899 0.0490061 ]
 [0.31869671 0.24787273 0.21218452 0.17260812 0.04863792]
 [0.1212391  0.26710228 0.05398107 0.28682256 0.27085499]
 [0.34791055 0.33901619 0.13462601 0.12509181 0.05335543]
 [0.13501451 0.33808353 0.30839129 0.12766346 0.0908472 ]]"
53,"[[0.20302673 0.25282566 0.21291693 0.17756383 0.15366686]
 [0.33550423 0.40606037 0.18787735 0.01890932 0.05164873]
 [0.05110292 0.36255063 0.1851338  0.2165957  0.18461695]
 [0.29295378 0.20198258 0.26747356 0.0638547  0.17373539]
 [0.35067629 0.37589789 0.15829659 0.06059376 0.05453548]]"
54,"[[0.32374957 0.20316448 0.23465616 0.21992372 0.01850607]
 [0.3257666  0.21368773 0.14777171 0.2343083  0.07846565]
 [0.42810708 0.20755106 0.18683256 0.12483042 0.05267887]
 [0.42861997 0.12996194 0.22742381 0.14669292 0.06730137]
 [0.21764231 0.27231393 0.21972223 0.20859575 0.08172579]]"
55,"[[0.41667484 0.04224335 0.32459966 0.16709306 0.04938908]
 [0.31733333 0.40070839 0.03840473 0.124626   0.11892755]
 [0.30954392 0.5150878  0.03155182 0.08230601 0.06151044]
 [0.28538232 0.28712188 0.2118707  0.16254698 0.05307812]
 [0.40597702 0.33861763 0.03600817 0.13649904 0.08289814]]"
56,"[[0.28654837 0.21905496 0.23185324 0.16132006 0.10122336]
 [0.37205107 0.29456925 0.09736091 0.19219872 0.04382004]
 [0.33110979 0.21579558 0.33978427 0.0791764  0.03413396]
 [0.18753953 0.26316735 0.3586736  0.13653642 0.05408311]
 [0.25361678 0.19671129 0.2909185  0.09989182 0.15886161]]"
57,"[[0.37246338 0.0249018  0.51868906 0.07965083 0.00429493]
 [0.2554313  0.23938572 0.2584731  0.11437822 0.13233167]
 [0.43731914 0.32357778 0.0914807  0.07303797 0.07458441]
 [0.24036689 0.26145621 0.20104824 0.19467509 0.10245357]
 [0.32597808 0.31778125 0.19210439 0.09458439 0.06955189]]"
58,"[[0.32184331 0.19399993 0.24559066 0.23084097 0.00772513]
 [0.3203573  0.28612699 0.23630418 0.13493091 0.02228062]
 [0.44148557 0.25233881 0.11451449 0.17995655 0.01170458]
 [0.18084117 0.25098997 0.27872634 0.07043609 0.21900642]
 [0.39508699 0.22249633 0.14946135 0.17966575 0.05328958]]"
59,"[[0.28824288 0.22521666 0.18726468 0.18569267 0.11358311]
 [0.53103529 0.28446102 0.12590014 0.03964076 0.01896279]
 [0.24434061 0.2472625  0.21309149 0.19554907 0.09975632]
 [0.22480782 0.17637027 0.44823574 0.07573299 0.07485317]
 [0.31297823 0.0351527  0.27489796 0.1188875  0.25808361]]"
60,"[[0.2839129  0.23644018 0.18359024 0.15571332 0.14034337]
 [0.21121626 0.19786081 0.30638534 0.17248701 0.11205058]
 [0.39423823 0.11085978 0.22406987 0.17176427 0.09906785]
 [0.45664219 0.31970977 0.01081547 0.12072296 0.09210961]
 [0.3947681  0.32777647 0.06159181 0.16995735 0.04590627]]"
61,"[[0.28422634 0.27262288 0.16985069 0.14405624 0.12924385]
 [0.22928821 0.17825291 0.19867922 0.23181914 0.16196052]
 [0.38674704 0.21482854 0.0333818  0.06865463 0.29638799]
 [0.31617472 0.22467385 0.15718886 0.16205696 0.13990561]
 [0.29358686 0.25592516 0.22793461 0.08747334 0.13508002]]"
62,"[[0.45653678 0.18087462 0.25214593 0.07732739 0.03311527]
 [0.1735254  0.2334633  0.23894421 0.19925351 0.15481359]
 [0.22184836 0.3653417  0.07071414 0.27691691 0.06517889]
 [0.31600176 0.24599412 0.08928983 0.31262072 0.03609357]
 [0.30397649 0.36670159 0.24610332 0.07086962 0.01234898]]"
63,"[[0.23578999 0.34542377 0.13926771 0.05907992 0.22043861]
 [0.26908296 0.21770612 0.25181847 0.07403529 0.18735717]
 [0.31094567 0.15613222 0.14475431 0.11749553 0.27067227]
 [0.38246116 0.36438468 0.0494304  0.15460721 0.04911656]
 [0.23401783 0.23438111 0.21648687 0.13452943 0.18058475]]"
64,"[[0.26395073 0.20645074 0.18351977 0.27857964 0.06749911]
 [0.31983131 0.30070349 0.11673261 0.16891777 0.09381481]
 [0.18523185 0.34836061 0.27395396 0.12206076 0.07039282]
 [0.25363127 0.20353512 0.17984488 0.19330548 0.16968325]
 [0.33152152 0.20031875 0.2650183  0.17319485 0.02994657]]"
65,"[[0.29436289 0.35525145 0.1556407  0.12782564 0.06691931]
 [0.2775097  0.2637269  0.15862698 0.27455142 0.02558499]
 [0.33716137 0.30271278 0.18163241 0.13972725 0.03876619]
 [0.27004421 0.25495015 0.12536304 0.26406874 0.08557387]
 [0.30342103 0.25219124 0.17651102 0.22856453 0.03931219]]"
66,"[[0.2341537  0.01597866 0.42760968 0.18632974 0.13592822]
 [0.43444775 0.05806408 0.06727815 0.03770164 0.40250838]
 [0.25700222 0.29621253 0.25935994 0.13131709 0.05610821]
 [0.37534333 0.35437474 0.20995311 0.03825343 0.02207539]
 [0.26880521 0.25990898 0.12931386 0.2468701  0.09510185]]"
67,"[[0.39985999 0.33175798 0.05428236 0.00331776 0.21078191]
 [0.32885173 0.21950632 0.1403343  0.03195123 0.27935643]
 [0.13478884 0.57788501 0.14338147 0.08009274 0.06385194]
 [0.36486237 0.02482502 0.39742064 0.21101436 0.00187762]
 [0.26703795 0.26402388 0.20742957 0.20015865 0.06134995]]"
68,"[[0.29453491 0.33538176 0.15991562 0.19710424 0.01306347]
 [0.29860261 0.16935497 0.21233951 0.16401444 0.15568848]
 [0.1714777  0.51503783 0.13533297 0.12686871 0.05128279]
 [0.34430491 0.20367572 0.13968787 0.1902328  0.1220987 ]
 [0.3263103  0.31057499 0.27930466 0.07835011 0.00545993]]"
69,"[[0.32521929 0.18506123 0.26930596 0.17428386 0.04612966]
 [0.24509058 0.32848115 0.31685416 0.08338104 0.02619307]
 [0.21691563 0.41426163 0.33972316 0.02093303 0.00816655]
 [0.38767234 0.25867234 0.16305169 0.133691   0.05691263]
 [0.3162227  0.3043736  0.21926232 0.02637761 0.13376377]]"
70,"[[0.51448053 0.1556156  0.25013306 0.07921657 0.00055425]
 [0.30987933 0.31870096 0.17557695 0.17318894 0.02265382]
 [0.31304607 0.31228185 0.25510357 0.0471352  0.07243331]
 [0.32032745 0.29364777 0.16495404 0.13013813 0.09093261]
 [0.365977   0.29606154 0.16096816 0.15669173 0.02030158]]"
71,"[[0.30542442 0.28041945 0.24236594 0.09232792 0.07946226]
 [0.29526734 0.2746525  0.22902092 0.12075733 0.08030191]
 [0.35948986 0.26090308 0.20347497 0.14228683 0.03384526]
 [0.27571555 0.26144058 0.23499258 0.13924563 0.08860567]
 [0.26187509 0.26315842 0.22468595 0.07881801 0.17146253]]"
72,"[[0.30911646 0.2732061  0.10654071 0.14568676 0.16544997]
 [0.43613843 0.04795584 0.21825662 0.14993425 0.14771486]
 [0.29919394 0.26868569 0.30139164 0.03535266 0.09537607]
 [0.16041625 0.3269448  0.40417649 0.10066006 0.00780241]
 [0.36460487 0.11952986 0.2800018  0.18428454 0.05157893]]"
73,"[[0.23611013 0.21601563 0.1578714  0.20097839 0.18902445]
 [0.51952278 0.16128497 0.11680298 0.08753228 0.11485698]
 [0.3582619  0.12812864 0.09135873 0.31820383 0.1040469 ]
 [0.29185042 0.3835591  0.25793418 0.03005651 0.03659978]
 [0.52298902 0.26117237 0.18031229 0.02929322 0.0062331 ]]"
74,"[[0.23325719 0.19800628 0.21484544 0.18220173 0.17168936]
 [0.26937777 0.27472334 0.26483433 0.17147997 0.01958458]
 [0.37169939 0.3436443  0.08986041 0.14128476 0.05351113]
 [0.42752926 0.16946885 0.25681541 0.08358954 0.06259694]
 [0.26328201 0.30071787 0.23593837 0.09179488 0.10826687]]"
75,"[[0.30439247 0.11572989 0.12669515 0.24900877 0.20417372]
 [0.33689551 0.22333376 0.22198139 0.03921653 0.17857281]
 [0.30236238 0.24399771 0.17537091 0.24041383 0.03785517]
 [0.25500994 0.23043719 0.21357176 0.17166155 0.12931955]
 [0.28540172 0.17889232 0.21468645 0.16285891 0.15816061]]"
76,"[[0.26460419 0.11407411 0.26150145 0.10750144 0.25231881]
 [0.33979683 0.19682625 0.2838881  0.15203018 0.02745864]
 [0.35089509 0.33141356 0.18833863 0.10822264 0.02113007]
 [0.31537699 0.32563794 0.07281944 0.28251196 0.00365368]
 [0.4578204  0.20308599 0.15100936 0.07563416 0.11245009]]"
77,"[[0.23276374 0.43823813 0.18221053 0.14283374 0.00395386]
 [0.25417293 0.23467236 0.23445557 0.09280671 0.18389244]
 [0.22937378 0.19165091 0.42711123 0.0225162  0.12934788]
 [0.38015093 0.18579949 0.18670687 0.07450575 0.17283696]
 [0.40545679 0.24454788 0.18372853 0.06152115 0.10474565]]"
78,"[[0.20853459 0.22178697 0.22805411 0.19305597 0.14856836]
 [0.2873141  0.18509844 0.20310317 0.16356794 0.16091635]
 [0.23423001 0.18140174 0.30140553 0.11892256 0.16404015]
 [0.36045091 0.22351653 0.19344642 0.03762959 0.18495655]
 [0.46613089 0.26870867 0.22037746 0.03544277 0.00934021]]"
79,"[[0.36152506 0.07643878 0.15048546 0.28973239 0.1218183 ]
 [0.35223084 0.23616852 0.27624619 0.0549115  0.08044296]
 [0.34530105 0.34997836 0.23498073 0.02492014 0.04481971]
 [0.26684606 0.22732391 0.21455893 0.1965065  0.0947646 ]
 [0.33524291 0.22780475 0.01170537 0.21910837 0.2061386 ]]"
80,"[[0.26410877 0.25730637 0.24259406 0.13860289 0.09738791]
 [0.38089896 0.42613072 0.13603806 0.0443629  0.01256936]
 [0.53521271 0.17837991 0.17499868 0.01620878 0.09519992]
 [0.58246911 0.34340419 0.06611143 0.0065751  0.00144016]
 [0.35092971 0.34362517 0.15755346 0.0868633  0.06102836]]"
81,"[[0.23550719 0.21438489 0.162526   0.27026947 0.11731245]
 [0.25377663 0.22369063 0.22427701 0.13325421 0.16500153]
 [0.30811007 0.29676436 0.18499402 0.16870592 0.04142562]
 [0.29606896 0.04873264 0.23834143 0.15449292 0.26236405]
 [0.24388475 0.27300661 0.04236378 0.01988694 0.42085791]]"
